2016,10,09,f,Yogurt (4oz),1.00
2016,10,09,f,Bad Dinner,1.00
2016,10,09,f,Yogurt (4oz),1.00
2016,10,10,f,Yogurt (4oz),2.00
2016,10,10,f,PB+J Sandwich,1.00
2016,10,10,f,Cola (can),1.00
2016,10,10,f,Pizza Slice,1.50
2016,10,10,f,Cola (can),1.00
2016,10,10,f,Yogurt (4oz),1.00
2024,04,09,f,Berry Pie Slice,2.00
2016,10,09,w,80.50
2016,10,09,c,2000.00
